"LGA","Rank","Cause_of_death","Deaths","Per_cent_of_all_causes","Crude_rate","Age-standardised_rate_(per_100,000)","Rate_ratio_(relative_to_all_of_Australia)"
"Goomalling",3,"Stroke / Cerebrovascular Disease",2.0447216,5.0314465,40.406081,NA,NA
"Goomalling",4,"Chronic Obstructive Pulmonary Disease",2.0447216,5.0314465,40.406081,NA,NA
"Goomalling",5,"Suicide",1.5335412,3.7735849,30.304561,NA,NA
"Goomalling",6,"Land transport accidents (V01–V89)",1.5335412,3.7735849,30.304561,NA,NA
"Goomalling",7,"Colorectal Cancer",1.277951,3.1446541,25.253801,NA,NA
"Goomalling",8,"Diabetes",1.277951,3.1446541,25.253801,NA,NA
"Goomalling",9,"Dementia / Alzheimer's",1.277951,3.1446541,25.253801,NA,NA
"Goomalling",10,"Other Ill-defined Causes",1.277951,3.1446541,25.253801,NA,NA
"Goomalling",11,"Stomach cancer (C16)",1.0223608,2.5157233,20.203041,NA,NA
"Goomalling",12,"Pancreatic Cancer",1.0223608,2.5157233,20.203041,NA,NA
"Goomalling",13,"Unknown / Ill-defined Cancer",1.0223608,2.5157233,20.203041,NA,NA
"Goomalling",14,"Prostate Cancer",0.7667706,1.8867925,15.15228,NA,NA
"Goomalling",15,"Leukaemia (C91–C95)",0.7667706,1.8867925,15.15228,NA,NA
"Goomalling",16,"Non-rheumatic valve disorders (I34–I38)",0.7667706,1.8867925,15.15228,NA,NA
"Goomalling",17,"Aortic aneurysm and dissection (I71)",0.7667706,1.8867925,15.15228,NA,NA
"Goomalling",18,"Influenza / Pneumonia",0.7667706,1.8867925,15.15228,NA,NA
"Goomalling",19,"Liver disease (K70–K76)",0.7667706,1.8867925,15.15228,NA,NA
"Goomalling",20,"Accidental Falls",0.7667706,1.8867925,15.15228,NA,NA
"Goomalling",NA,"Top 20 leading causes",27.859332,68.553459,NA,NA,NA
"Goomalling",NA,"All causes",40.638842,100,803.07086,606.17598,1.1801
"Gosnells",1,"Coronary Heart Disease",297,9.7987463,46.583705,47.674261,0.8793696
"Gosnells",2,"Dementia / Alzheimer's",209,6.8954141,32.781126,34.675357,0.8154709
"Gosnells",3,"Lung Cancer",162,5.3447707,25.409294,26.051034,0.9501329
"Gosnells",4,"Stroke / Cerebrovascular Disease",128,4.2230287,20.076479,21.105981,0.7103333
"Gosnells",5,"Chronic Obstructive Pulmonary Disease",121,3.9920818,18.978546,20.143954,0.9100783
"Gosnells",6,"Diabetes",110,3.6291653,17.253224,17.925222,1.146899
"Gosnells",7,"Colorectal Cancer",104,3.4312108,16.312139,16.976201,1.0021717
"Gosnells",8,"Suicide",83,2.7383702,13.018342,13.150338,1.0427471
"Gosnells",9,"Accidental Falls",79,2.6064005,12.390952,12.966975,1.3384159
"Gosnells",10,"Other Ill-defined Causes",78,2.5734081,12.234104,12.572059,1.6950327
"Gosnells",11,"Pancreatic Cancer",70,2.3094688,10.979324,11.310039,1.1089144
"Gosnells",12,"Influenza / Pneumonia",69,2.2764764,10.822477,11.28843,1.2449172
"Gosnells",13,"Kidney Failure",66,2.1774992,10.351934,10.926867,1.5179635
"Gosnells",14,"Breast Cancer",58,1.9135599,9.0971545,9.4829271,0.9279997
"Gosnells",15,"Unknown / Ill-defined Cancer",56,1.8475751,8.7834595,8.8956675,0.9412669
"Gosnells",16,"Accidental poisoning (X40–X49)",56,1.8475751,8.7834595,8.8497072,1.531379
"Gosnells",17,"Prostate Cancer",46,1.5176509,7.2149846,7.5821348,0.7129294
"Gosnells",18,"Heart Failure / Ill-defined Heart Disease",45,1.4846585,7.0581371,7.3989219,0.7396322
"Gosnells",19,"Liver disease (K70–K76)",40,1.3196965,6.2738996,6.3091043,0.8731346
"Gosnells",20,"Lymphomas (C81–C86, C96)",38,1.2537116,5.9602047,6.0850083,1.1103643
"Gosnells",NA,"Top 20 leading causes",1915,63.180468,NA,NA,NA
"Gosnells",NA,"All causes",3031,100,475.40474,491.86792,0.9575657
"Greater Geraldton",1,"Coronary Heart Disease",160.1389,10.598419,79.443468,63.858526,1.1778945
"Greater Geraldton",2,"Dementia / Alzheimer's",116.17656,7.6888743,57.634145,44.756143,1.0525438
"Greater Geraldton",3,"Chronic Obstructive Pulmonary Disease",86.888015,5.7504804,43.104362,34.315749,1.5503419
"Greater Geraldton",4,"Stroke / Cerebrovascular Disease",75.213686,4.9778422,37.312832,29.733687,1.0007034
"Greater Geraldton",5,"Lung Cancer",73.42276,4.8593139,36.42437,28.964145,1.0563799
"Greater Geraldton",6,"Colorectal Cancer",66.139054,4.3772589,32.810989,25.99242,1.5344345
"Greater Geraldton",7,"Diabetes",54.678865,3.618793,27.125693,21.279527,1.3615156
"Greater Geraldton",8,"Suicide",48.8555,3.2333872,24.236774,25.376285,2.0121952
"Greater Geraldton",9,"Accidental Falls",38.53482,2.5503371,19.116777,15.101902,1.5587772
"Greater Geraldton",10,"Prostate Cancer",38.460189,2.5453978,19.079753,15.088461,1.4187306
"Greater Geraldton",11,"Influenza / Pneumonia",34.069641,2.2548196,16.901642,13.067724,1.4411423
"Greater Geraldton",12,"Liver Cancer",27.855652,1.8435613,13.818938,10.922526,1.5861705
"Greater Geraldton",13,"Pancreatic Cancer",25.748733,1.7041198,12.773715,9.8615363,0.9668932
"Greater Geraldton",14,"Unknown / Ill-defined Cancer",22.069641,1.4606276,10.94855,8.8693951,0.938487
"Greater Geraldton",15,"Hypertensive Disease",21.893006,1.4489375,10.860923,8.219088,1.2444441
"Greater Geraldton",16,"Cardiac Arrhythmias",21.748733,1.4393891,10.789351,8.3976684,1.1822705
"Greater Geraldton",17,"Breast Cancer",21.641739,1.432308,10.736272,8.513672,0.8331484
"Greater Geraldton",18,"Liver disease (K70–K76)",21.106919,1.3969121,10.470952,9.3900036,1.2995088
"Greater Geraldton",19,"Kidney Failure",20.893006,1.3827548,10.364832,7.9558914,1.1052347
"Greater Geraldton",20,"Heart Failure / Ill-defined Heart Disease",19.962646,1.3211811,9.9032891,NA,NA
"Greater Geraldton",NA,"Top 20 leading causes",995.49807,65.884715,NA,NA,NA
"Greater Geraldton",NA,"All causes",1510.9697,100,749.57845,610.67846,1.1888654
"Halls Creek",1,"Coronary Heart Disease",14.879241,10.638292,77.824794,NA,NA
"Halls Creek",2,"Diabetes",13.88728,9.9290644,72.636416,NA,NA
"Halls Creek",3,"Suicide",9.919506,7.0922031,51.883259,NA,NA
"Halls Creek",4,"Stroke / Cerebrovascular Disease",7.9355848,5.6737482,41.506502,NA,NA
"Halls Creek",5,"Lung Cancer",5.9517156,4.2553305,31.130018,NA,NA
"Halls Creek",6,"Land transport accidents (V01–V89)",5.9517076,4.2553247,31.129976,NA,NA
"Halls Creek",7,"Liver Cancer",5.9516876,4.2553104,31.129872,NA,NA
"Halls Creek",8,"Influenza / Pneumonia",5.9516796,4.2553047,31.12983,NA,NA
"Halls Creek",9,"Other Ill-defined Causes",4.959739,3.5460916,25.941556,NA,NA
"Halls Creek",10,"Hypertensive Disease",3.9677904,2.8368727,20.753241,NA,NA
"Halls Creek",11,"Cardiomyopathy (I42)",3.9677904,2.8368727,20.753241,NA,NA
"Halls Creek",12,"Diseases of the musculoskeletal system and connective tissue (M00–M99)",3.9677824,2.836867,20.753199,NA,NA
"Halls Creek",13,"Chronic Obstructive Pulmonary Disease",2.9758618,2.1276681,15.56503,NA,NA
"Halls Creek",14,"Certain conditions originating in the perinatal period, congenital malformations, deformations and chromosomal abnormalities (P00–P96, Q00–Q99 excl. P28.5)",2.9758418,2.1276538,15.564925,NA,NA
"Halls Creek",15,"Dementia / Alzheimer's",2.9758378,2.1276509,15.564904,NA,NA
"Halls Creek",16,"Unknown / Ill-defined Cancer",2.9758338,2.1276481,15.564883,NA,NA
"Halls Creek",17,"Uterine cancer (C53–C55)",2.9758338,2.1276481,15.564883,NA,NA
"Halls Creek",18,"Liver disease (K70–K76)",1.9839012,1.4184406,10.376652,NA,NA
"Halls Creek",19,"Chronic rheumatic heart disease (I05–I09)",1.9839012,1.4184406,10.376652,NA,NA
"Halls Creek",20,"Assault (X85–Y09)",1.9838972,1.4184378,10.376631,NA,NA
"Halls Creek",NA,"Top 20 leading causes",108.12241,77.30487,NA,NA,NA
"Halls Creek",NA,"All causes",139.86494,100,731.55348,NA,NA
"Harvey",1,"Coronary Heart Disease",63.999779,9.3979425,44.801973,41.274377,0.7613214
"Harvey",2,"Dementia / Alzheimer's",43.99994,6.461099,30.801421,32.106998,0.75507
"Harvey",3,"Lung Cancer",39.999866,5.8737147,28.001236,22.864205,0.8339029
"Harvey",4,"Chronic Obstructive Pulmonary Disease",27.999913,4.1116013,19.60087,17.564936,0.7935615
"Harvey",5,"Breast Cancer",25.999886,3.8179106,18.200785,15.29543,1.4968115
"Harvey",6,"Stroke / Cerebrovascular Disease",23.99992,3.5242288,16.800742,16.208162,0.5454945
"Harvey",7,"Colorectal Cancer",22.999893,3.3773815,16.10069,14.071738,0.8307099
"Harvey",8,"Diabetes",20.999967,3.0837056,14.700675,13.323509,0.8524703
"Harvey",9,"Suicide",20.999893,3.0836948,14.700623,16.67891,1.3225428
"Harvey",10,"Land transport accidents (V01–V89)",19.999913,2.9368544,14.000604,NA,NA
"Harvey",11,"Prostate Cancer",18.99996,2.7900179,13.300604,NA,NA
"Harvey",12,"Accidental Falls",17.999946,2.6431726,12.600561,NA,NA
"Harvey",13,"Pancreatic Cancer",15.999946,2.3494859,11.200495,NA,NA
"Harvey",14,"Unknown / Ill-defined Cancer",14.999933,2.2026405,10.500452,NA,NA
"Harvey",15,"Heart Failure / Ill-defined Heart Disease",12.999953,1.9089568,9.1003995,NA,NA
"Harvey",16,"Other Ill-defined Causes",10.999973,1.615273,7.700347,NA,NA
"Harvey",17,"Accidental poisoning (X40–X49)",10.999973,1.615273,7.700347,NA,NA
"Harvey",18,"Lymphomas (C81–C86, C96)",10.999953,1.6152701,7.700333,NA,NA
"Harvey",19,"Leukaemia (C91–C95)",9.9999732,1.4684297,7.0003138,NA,NA
"Harvey",20,"Melanoma of the skin (C43)",9.9999464,1.4684257,7.000295,NA,NA
"Harvey",NA,"Top 20 leading causes",444.99853,65.345078,NA,NA,NA
"Harvey",NA,"All causes",680.99777,100,476.72108,450.72246,0.877464
"Irwin",1,"Coronary Heart Disease",19,13.669065,102.94755,NA,NA
"Irwin",2,"Lung Cancer",14,10.071942,75.85609,NA,NA
"Irwin",3,"Chronic Obstructive Pulmonary Disease",9,6.4748201,48.764629,NA,NA
"Irwin",4,"Diabetes",8,5.7553957,43.346337,NA,NA
"Irwin",5,"Hypertensive Disease",6,4.3165468,32.509753,NA,NA
"Irwin",6,"Stomach cancer (C16)",4,2.8776978,21.673169,NA,NA
"Irwin",7,"Colorectal Cancer",4,2.8776978,21.673169,NA,NA
"Irwin",8,"Pancreatic Cancer",3,2.1582734,16.254876,NA,NA
"Irwin",9,"Melanoma of the skin (C43)",3,2.1582734,16.254876,NA,NA
"Irwin",10,"Prostate Cancer",3,2.1582734,16.254876,NA,NA
"Irwin",11,"Leukaemia (C91–C95)",3,2.1582734,16.254876,NA,NA
"Irwin",12,"Pulmonary oedema and other interstitial pulmonary diseases (J80–J84)",3,2.1582734,16.254876,NA,NA
"Irwin",13,"Other Ill-defined Causes",3,2.1582734,16.254876,NA,NA
"Irwin",14,"Land transport accidents (V01–V89)",3,2.1582734,16.254876,NA,NA
"Irwin",15,"Suicide",3,2.1582734,16.254876,NA,NA
"Irwin",16,"Septicaemia (A40–A41)",2,1.4388489,10.836584,NA,NA
"Irwin",17,"Other malignant neoplasms of skin (C44)",2,1.4388489,10.836584,NA,NA
"Irwin",18,"Malignant neoplasms of mesothelial and soft tissue (C45–C49)",2,1.4388489,10.836584,NA,NA
"Irwin",19,"Breast Cancer",2,1.4388489,10.836584,NA,NA
"Irwin",20,"Benign neoplasms, in situ and uncertain behaviour (D00–D48)",2,1.4388489,10.836584,NA,NA
"Irwin",NA,"Top 20 leading causes",98,70.503597,NA,NA,NA
"Irwin",NA,"All causes",139,100,753.14261,437.12932,0.8510009
"Jerramungup",NA,".",NA,NA,NA,NA,NA
"Jerramungup",NA,".",NA,NA,NA,NA,NA
"Jerramungup",NA,".",NA,NA,NA,NA,NA
"Jerramungup",NA,".",NA,NA,NA,NA,NA
"Jerramungup",NA,".",NA,NA,NA,NA,NA
"Jerramungup",NA,".",NA,NA,NA,NA,NA
"Jerramungup",NA,".",NA,NA,NA,NA,NA
"Jerramungup",NA,".",NA,NA,NA,NA,NA
"Jerramungup",NA,".",NA,NA,NA,NA,NA
"Jerramungup",NA,".",NA,NA,NA,NA,NA
"Jerramungup",NA,".",NA,NA,NA,NA,NA
"Jerramungup",NA,".",NA,NA,NA,NA,NA
"Jerramungup",NA,".",NA,NA,NA,NA,NA
"Jerramungup",NA,".",NA,NA,NA,NA,NA
"Jerramungup",NA,".",NA,NA,NA,NA,NA
"Jerramungup",NA,".",NA,NA,NA,NA,NA
"Jerramungup",NA,".",NA,NA,NA,NA,NA
"Jerramungup",NA,".",NA,NA,NA,NA,NA
"Jerramungup",NA,".",NA,NA,NA,NA,NA
"Jerramungup",NA,".",NA,NA,NA,NA,NA
"Jerramungup",NA,".",NA,NA,NA,NA,NA
"Jerramungup",NA,".",NA,NA,NA,NA,NA
"Joondalup",1,"Coronary Heart Disease",372.74545,10.247108,45.781785,39.319419,0.7252614
"Joondalup",2,"Dementia / Alzheimer's",329.47173,9.0574745,40.466769,35.297943,0.8301125
"Joondalup",3,"Lung Cancer",190.33971,5.2326101,23.378131,19.361077,0.7061369
"Joondalup",4,"Stroke / Cerebrovascular Disease",186.60382,5.129907,22.919276,19.838928,0.6676899
"Joondalup",5,"Colorectal Cancer",125.66985,3.4547774,15.435172,12.966912,0.7654877
"Joondalup",6,"Chronic Obstructive Pulmonary Disease",125.47176,3.4493315,15.410841,13.922344,0.6289938
"Joondalup",7,"Accidental Falls",109.53779,3.0112925,13.453781,11.759332,1.2137662
"Joondalup",8,"Suicide",104.8019,2.8810987,12.872104,13.2299,1.0490559
"Joondalup",9,"Pancreatic Cancer",102.60382,2.8206715,12.602129,10.610319,1.0403091
"Joondalup",10,"Breast Cancer",101.47177,2.7895504,12.463087,10.57767,1.0351313
"Joondalup",11,"Diabetes",81.801899,2.2488079,10.04717,8.5019386,0.5439746
"Joondalup",12,"Prostate Cancer",69.801909,1.9189173,8.573293,7.3167227,0.6879733
"Joondalup",13,"Heart Failure / Ill-defined Heart Disease",68.933965,1.8950568,8.4666894,7.5169762,0.7514335
"Joondalup",14,"Liver disease (K70–K76)",67.80191,1.8639356,8.3276468,7.0231881,0.9719586
"Joondalup",15,"Influenza / Pneumonia",65.933967,1.8125841,8.09822,7.1205925,0.7852773
"Joondalup",16,"Unknown / Ill-defined Cancer",56.933965,1.565166,6.9928111,6.073709,0.6426703
"Joondalup",17,"Other Ill-defined Causes",55.933971,1.5376752,6.8699887,6.4011841,0.8630421
"Joondalup",18,"Malignant neoplasms of mesothelial and soft tissue (C45–C49)",52.933976,1.4552027,6.5015198,5.6741504,1.4979774
"Joondalup",19,"Accidental poisoning (X40–X49)",50.801911,1.3965903,6.2396527,6.7724793,1.1719295
"Joondalup",20,"Cardiac Arrhythmias",49.933968,1.3727297,6.1330492,5.4934258,0.7733951
"Joondalup",NA,"Top 20 leading causes",2369.5291,65.140487,NA,NA,NA
"Joondalup",NA,"All causes",3637.5673,100,446.77761,390.60882,0.7604351
"Kalamunda",1,"Coronary Heart Disease",173,10.798991,57.670874,43.966413,0.810977
"Kalamunda",2,"Dementia / Alzheimer's",114,7.1160982,38.002772,27.690696,0.6512105
"Kalamunda",3,"Lung Cancer",98,6.1173476,32.66905,24.561406,0.8958032
"Kalamunda",4,"Stroke / Cerebrovascular Disease",68,4.2446902,22.66832,17.050284,0.5738366
"Kalamunda",5,"Chronic Obstructive Pulmonary Disease",63,3.9325806,21.001532,15.254415,0.6891751
"Kalamunda",6,"Colorectal Cancer",46,2.8714081,15.334452,11.663452,0.6885393
"Kalamunda",7,"Suicide",46,2.8714081,15.334452,15.095913,1.1970202
"Kalamunda",8,"Accidental Falls",43,2.6841423,14.334379,10.530069,1.0868851
"Kalamunda",9,"Pancreatic Cancer",41,2.5592985,13.667664,10.601006,1.0393959
"Kalamunda",10,"Diabetes",40,2.4968766,13.334306,10.115002,0.6471823
"Kalamunda",11,"Prostate Cancer",38,2.3720327,12.667591,9.4371679,0.8873535
"Kalamunda",12,"Influenza / Pneumonia",31,1.9350793,10.334087,7.8014499,0.860364
"Kalamunda",13,"Liver Cancer",28.000498,1.7478447,9.3341803,7.4897364,1.0876604
"Kalamunda",14,"Breast Cancer",28,1.7478136,9.3340143,7.3015861,0.7145336
"Kalamunda",15,"Unknown / Ill-defined Cancer",27,1.6853917,9.0006566,6.7758878,0.7169691
"Kalamunda",16,"Lymphomas (C81–C86, C96)",26,1.6229698,8.667299,6.6458958,1.2127124
"Kalamunda",17,"Kidney Failure",26,1.6229698,8.667299,6.351697,0.8823796
"Kalamunda",18,"Malignant neoplasms of mesothelial and soft tissue (C45–C49)",24,1.4981259,8.0005836,6.2315542,1.6451322
"Kalamunda",19,"Leukaemia (C91–C95)",24,1.4981259,8.0005836,6.4439468,1.0398906
"Kalamunda",20,"Brain cancer (C71)",23,1.435704,7.667226,5.9948097,1.2015572
"Kalamunda",NA,"Top 20 leading causes",1007.0005,62.858899,NA,NA,NA
"Kalamunda",NA,"All causes",1602.0015,100,534.03946,414.86448,0.8076558
"Kalgoorlie-Boulder",1,"Coronary Heart Disease",88.872926,12.736562,57.78654,84.745943,1.5631707
"Kalgoorlie-Boulder",2,"Chronic Obstructive Pulmonary Disease",41.35944,5.9273063,26.892543,47.098187,2.1278363
"Kalgoorlie-Boulder",3,"Lung Cancer",40.71888,5.8355064,26.476041,40.354592,1.4718121
"Kalgoorlie-Boulder",4,"Suicide",32.205394,4.6154212,20.940442,21.686067,1.7195819
"Kalgoorlie-Boulder",5,"Stroke / Cerebrovascular Disease",24.154046,3.4615659,15.705331,29.762677,1.0016791
"Kalgoorlie-Boulder",6,"Dementia / Alzheimer's",22.154046,3.1749418,14.4049,33.542612,0.7888318
"Kalgoorlie-Boulder",7,"Land transport accidents (V01–V89)",21.205394,3.0389886,13.788073,14.22083,2.8459527
"Kalgoorlie-Boulder",8,"Diabetes",20.256743,2.9030354,13.171245,24.39858,1.5610801
"Kalgoorlie-Boulder",9,"Colorectal Cancer",19.154046,2.7450056,12.454254,NA,NA
"Kalgoorlie-Boulder",10,"Other Ill-defined Causes",19.154046,2.7450056,12.454254,NA,NA
"Kalgoorlie-Boulder",11,"Accidental poisoning (X40–X49)",16.102697,2.3077106,10.470221,NA,NA
"Kalgoorlie-Boulder",12,"Breast Cancer",15.102697,2.1643985,9.8200054,NA,NA
"Kalgoorlie-Boulder",13,"Accidental Falls",15.051349,2.1570397,9.7866178,NA,NA
"Kalgoorlie-Boulder",14,"Liver disease (K70–K76)",14.051349,2.0137276,9.1364024,NA,NA
"Kalgoorlie-Boulder",15,"Unknown / Ill-defined Cancer",13.154046,1.8851333,8.5529624,NA,NA
"Kalgoorlie-Boulder",16,"Pancreatic Cancer",13.051349,1.8704156,8.4861871,NA,NA
"Kalgoorlie-Boulder",17,"Lung diseases due to external agents (J60–J70)",12,1.7197446,7.8025841,NA,NA
"Kalgoorlie-Boulder",18,"Kidney Failure",11.051349,1.5837915,7.1857564,NA,NA
"Kalgoorlie-Boulder",19,"Influenza / Pneumonia",10.205394,1.462556,6.635704,NA,NA
"Kalgoorlie-Boulder",20,"Prostate Cancer",10.051349,1.4404794,6.5355411,NA,NA
"Kalgoorlie-Boulder",NA,"Top 20 leading causes",459.05654,65.788335,NA,NA,NA
"Kalgoorlie-Boulder",NA,"All causes",697.77802,100,453.70597,693.47618,1.3500556
"Karratha",1,"Coronary Heart Disease",24.999953,12.499997,21.844916,94.651137,1.7458757
"Karratha",2,"Suicide",20.999984,10.500009,18.34975,15.804529,1.2532094
"Karratha",3,"Lung Cancer",11.999977,5.9999981,10.485559,NA,NA
"Karratha",4,"Other Ill-defined Causes",9.9999805,4.9999984,8.7379657,NA,NA
"Karratha",5,"Diabetes",9.9999688,4.9999926,8.7379555,NA,NA
"Karratha",6,"Breast Cancer",7.9999961,4.0000046,6.9903828,NA,NA
"Karratha",7,"Stroke / Cerebrovascular Disease",7.9999844,3.9999988,6.9903726,NA,NA
"Karratha",8,"Certain conditions originating in the perinatal period, congenital malformations, deformations and chromosomal abnormalities (P00–P96, Q00–Q99 excl. P28.5)",6.9999922,3.5000018,6.1165811,NA,NA
"Karratha",9,"Liver disease (K70–K76)",6.9999883,3.4999999,6.1165777,NA,NA
"Karratha",10,"Land transport accidents (V01–V89)",6.9999844,3.4999979,6.1165743,NA,NA
"Karratha",11,"Accidental poisoning (X40–X49)",5.9999961,3.000003,5.2427862,NA,NA
"Karratha",12,"Chronic Obstructive Pulmonary Disease",4.9999961,2.5000021,4.368988,NA,NA
"Karratha",13,"Unknown / Ill-defined Cancer",4,2.0000033,3.4951931,NA,NA
"Karratha",14,"Liver Cancer",3.9999961,2.0000013,3.4951897,NA,NA
"Karratha",15,"Oesophageal cancer (C15)",3.9999922,1.9999994,3.4951863,NA,NA
"Karratha",16,"Kidney Failure",3.9999922,1.9999994,3.4951863,NA,NA
"Karratha",17,"Malignant neoplasms of lip, oral cavity and pharynx (C00–C14)",3.9999883,1.9999974,3.4951829,NA,NA
"Karratha",18,"Malignant neoplasms of mesothelial and soft tissue (C45–C49)",3.9999883,1.9999974,3.4951829,NA,NA
"Karratha",19,"Colorectal Cancer",2.9999961,1.5000005,2.6213914,NA,NA
"Karratha",20,"Selected malignant neoplasms of respiratory and intrathoracic organs (C30, C31, C35–C38)",2,1.0000016,1.7475965,NA,NA
"Karratha",NA,"Top 20 leading causes",154.99975,77.500004,NA,NA,NA
"Karratha",NA,"All causes",199.99967,100,174.75937,651.919,1.2691523
"Katanning",1,"Coronary Heart Disease",20.697898,12.849162,99.086679,76.540361,1.4118157
"Katanning",2,"Dementia / Alzheimer's",16.198355,10.055866,77.546097,NA,NA
"Katanning",3,"Colorectal Cancer",8.999086,5.5865922,43.081165,NA,NA
"Katanning",4,"Diabetes",8.0991774,5.027933,38.773048,NA,NA
"Katanning",5,"Land transport accidents (V01–V89)",8.0991774,5.027933,38.773048,NA,NA
"Katanning",6,"Lung Cancer",7.1992688,4.4692737,34.464932,NA,NA
"Katanning",7,"Prostate Cancer",6.2993602,3.9106145,30.156815,NA,NA
"Katanning",8,"Chronic Obstructive Pulmonary Disease",6.2993602,3.9106145,30.156815,NA,NA
"Katanning",9,"Liver Cancer",5.3994516,3.3519553,25.848699,NA,NA
"Katanning",10,"Lymphomas (C81–C86, C96)",4.499543,2.7932961,21.540582,NA,NA
"Katanning",11,"Non-rheumatic valve disorders (I34–I38)",4.499543,2.7932961,21.540582,NA,NA
"Katanning",12,"Oesophageal cancer (C15)",3.5996344,2.2346369,17.232466,NA,NA
"Katanning",13,"Breast Cancer",3.5996344,2.2346369,17.232466,NA,NA
"Katanning",14,"Liver disease (K70–K76)",3.5996344,2.2346369,17.232466,NA,NA
"Katanning",15,"Pancreatic Cancer",2.6997258,1.6759777,12.924349,NA,NA
"Katanning",16,"Cardiac Arrhythmias",2.6997258,1.6759777,12.924349,NA,NA
"Katanning",17,"Heart Failure / Ill-defined Heart Disease",2.6997258,1.6759777,12.924349,NA,NA
"Katanning",18,"Aortic aneurysm and dissection (I71)",2.6997258,1.6759777,12.924349,NA,NA
"Katanning",19,"Pulmonary oedema and other interstitial pulmonary diseases (J80–J84)",2.6997258,1.6759777,12.924349,NA,NA
"Katanning",20,"Unknown / Ill-defined Cancer",1.7998172,1.1173184,8.616233,NA,NA
"Katanning",NA,"Top 20 leading causes",122.38757,75.977654,NA,NA,NA
"Katanning",NA,"All causes",161.08364,100,771.15285,596.08264,1.1604504
"Kellerberrin",1,"Coronary Heart Disease",10.463341,15.909091,175.52658,NA,NA
"Kellerberrin",2,"Lung Cancer",4.1853364,6.3636364,70.210632,NA,NA
"Kellerberrin",3,"Chronic Obstructive Pulmonary Disease",4.1853364,6.3636364,70.210632,NA,NA
"Kellerberrin",4,"Dementia / Alzheimer's",2.3916208,3.6363636,40.120361,NA,NA
"Kellerberrin",5,"Heart Failure / Ill-defined Heart Disease",2.3916208,3.6363636,40.120361,NA,NA
"Kellerberrin",6,"Stroke / Cerebrovascular Disease",2.3916208,3.6363636,40.120361,NA,NA
"Kellerberrin",7,"Pancreatic Cancer",2.0926682,3.1818182,35.105316,NA,NA
"Kellerberrin",8,"Diabetes",1.7937156,2.7272727,30.090271,NA,NA
"Kellerberrin",9,"Selected metabolic disorders excl. dehydration (E70–E89 excl. E86, E87)",1.7937156,2.7272727,30.090271,NA,NA
"Kellerberrin",10,"Accidental Falls",1.7937156,2.7272727,30.090271,NA,NA
"Kellerberrin",11,"Colorectal Cancer",1.494763,2.2727273,25.075226,NA,NA
"Kellerberrin",12,"Other Ill-defined Causes",1.494763,2.2727273,25.075226,NA,NA
"Kellerberrin",13,"Suicide",1.494763,2.2727273,25.075226,NA,NA
"Kellerberrin",14,"Septicaemia (A40–A41)",1.1958104,1.8181818,20.060181,NA,NA
"Kellerberrin",15,"Breast Cancer",1.1958104,1.8181818,20.060181,NA,NA
"Kellerberrin",16,"Liver disease (K70–K76)",1.1958104,1.8181818,20.060181,NA,NA
"Kellerberrin",17,"Kidney Failure",1.1958104,1.8181818,20.060181,NA,NA
"Kellerberrin",18,"Unknown / Ill-defined Cancer",0.8968578,1.3636364,15.045135,NA,NA
"Kellerberrin",19,"Prostate Cancer",0.8968578,1.3636364,15.045135,NA,NA
"Kellerberrin",20,"Bladder cancer (C67)",0.8968578,1.3636364,15.045135,NA,NA
